wreck_num,wreck_name,wdpa_gid,wdpa_name
469.0,Hilton Head Reef,164291,Southeast U.S.
470.0,Hilton Head Reef,164291,Southeast U.S.
471.0,Hilton Head Reef,164291,Southeast U.S.
472.0,Hilton Head Reef,164291,Southeast U.S.
473.0,Hilton Head Reef,164291,Southeast U.S.
474.0,Hilton Head Reef,164291,Southeast U.S.
475.0,BP-25 Reef,164291,Southeast U.S.
476.0,BP-25 Reef,164291,Southeast U.S.
477.0,BP-25 Reef,164291,Southeast U.S.
478.0,BP-25 Reef,164291,Southeast U.S.
479.0,BP-25 Reef,164291,Southeast U.S.
480.0,BP-25 Reef,164291,Southeast U.S.
481.0,Eleven Mile Reef,164291,Southeast U.S.
482.0,Vermilion Reef,164291,Southeast U.S.
483.0,Vermilion Reef,164291,Southeast U.S.
484.0,Vermilion Reef,164291,Southeast U.S.
485.0,Vermilion Reef,164291,Southeast U.S.
486.0,Vermilion Reef,164291,Southeast U.S.
487.0,Vermilion Reef,164291,Southeast U.S.
488.0,Vermilion Reef,164291,Southeast U.S.
489.0,Vermilion Reef,164291,Southeast U.S.
490.0,Doug Mellichamp Jr Reef,164291,Southeast U.S.
491.0,Doug Mellichamp Jr Reef,164291,Southeast U.S.
492.0,Doug Mellichamp Jr Reef,164291,Southeast U.S.
493.0,Doug Mellichamp Jr Reef,164291,Southeast U.S.
494.0,Betsy Ross Reef,164291,Southeast U.S.
495.0,Betsy Ross Reef,164291,Southeast U.S.
496.0,Betsy Ross Reef,164291,Southeast U.S.
497.0,Betsy Ross Reef,164291,Southeast U.S.
498.0,Betsy Ross Reef,164291,Southeast U.S.
499.0,Betsy Ross Reef,164291,Southeast U.S.
500.0,White Water Reef,164291,Southeast U.S.
501.0,White Water Reef,164291,Southeast U.S.
502.0,Eagle's Nest Reef,164291,Southeast U.S.
503.0,Eagle's Nest Reef,164291,Southeast U.S.
504.0,Eagle's Nest Reef,164291,Southeast U.S.
505.0,Hilton Head Reef,164291,Southeast U.S.
506.0,Hilton Head Reef,164291,Southeast U.S.
507.0,Hilton Head Reef,164291,Southeast U.S.
508.0,Grand Strand Saltwater Anglers Reef,164291,Southeast U.S.
509.0,Grand Strand Saltwater Anglers Reef,164291,Southeast U.S.
510.0,Grand Strand Saltwater Anglers Reef,164291,Southeast U.S.
511.0,Grand Strand Saltwater Anglers Reef,164291,Southeast U.S.
512.0,Grand Strand Saltwater Anglers Reef,164291,Southeast U.S.
513.0,Grand Strand Saltwater Anglers Reef,164291,Southeast U.S.
517.0,Keegan,164168,Waters off New Jersey
517.0,Keegan,164163,Mudhole
517.0,Keegan,164297,Southern Nearshore
517.0,Keegan,164292,Mid-Atlantic Coastal Waters Area
519.0,Coleman Barge II,164168,Waters off New Jersey
519.0,Coleman Barge II,164163,Mudhole
519.0,Coleman Barge II,164297,Southern Nearshore
519.0,Coleman Barge II,164292,Mid-Atlantic Coastal Waters Area
520.0,Sea Girt Reef,164168,Waters off New Jersey
520.0,Sea Girt Reef,164163,Mudhole
520.0,Sea Girt Reef,164297,Southern Nearshore
520.0,Sea Girt Reef,164292,Mid-Atlantic Coastal Waters Area
521.0,Sea Girt Reef,164168,Waters off New Jersey
521.0,Sea Girt Reef,164163,Mudhole
521.0,Sea Girt Reef,164297,Southern Nearshore
521.0,Sea Girt Reef,164292,Mid-Atlantic Coastal Waters Area
522.0,Carlson II,164168,Waters off New Jersey
522.0,Carlson II,164163,Mudhole
522.0,Carlson II,164297,Southern Nearshore
522.0,Carlson II,164292,Mid-Atlantic Coastal Waters Area
523.0,Cranford,164168,Waters off New Jersey
523.0,Cranford,164163,Mudhole
523.0,Cranford,164297,Southern Nearshore
523.0,Cranford,164292,Mid-Atlantic Coastal Waters Area
524.0,Spartan,164168,Waters off New Jersey
524.0,Spartan,164163,Mudhole
524.0,Spartan,164297,Southern Nearshore
524.0,Spartan,164292,Mid-Atlantic Coastal Waters Area
525.0,Rockland county,164168,Waters off New Jersey
525.0,Rockland county,164163,Mudhole
525.0,Rockland county,164297,Southern Nearshore
525.0,Rockland county,164292,Mid-Atlantic Coastal Waters Area
526.0,Kiley B.,164168,Waters off New Jersey
526.0,Kiley B.,164163,Mudhole
526.0,Kiley B.,164297,Southern Nearshore
526.0,Kiley B.,164292,Mid-Atlantic Coastal Waters Area
527.0,Swenson I,164168,Waters off New Jersey
527.0,Swenson I,164163,Mudhole
527.0,Swenson I,164297,Southern Nearshore
527.0,Swenson I,164292,Mid-Atlantic Coastal Waters Area
528.0,Swenson II,164168,Waters off New Jersey
528.0,Swenson II,164163,Mudhole
528.0,Swenson II,164297,Southern Nearshore
528.0,Swenson II,164292,Mid-Atlantic Coastal Waters Area
529.0,Car Float #52,164168,Waters off New Jersey
529.0,Car Float #52,164163,Mudhole
529.0,Car Float #52,164297,Southern Nearshore
529.0,Car Float #52,164292,Mid-Atlantic Coastal Waters Area
530.0,Morania,164168,Waters off New Jersey
530.0,Morania,164163,Mudhole
530.0,Morania,164297,Southern Nearshore
530.0,Morania,164292,Mid-Atlantic Coastal Waters Area
531.0,Dykes,164168,Waters off New Jersey
531.0,Dykes,164163,Mudhole
531.0,Dykes,164297,Southern Nearshore
531.0,Dykes,164292,Mid-Atlantic Coastal Waters Area
532.0,Horseshoe Wrecks,164168,Waters off New Jersey
532.0,Horseshoe Wrecks,164163,Mudhole
532.0,Horseshoe Wrecks,164297,Southern Nearshore
532.0,Horseshoe Wrecks,164292,Mid-Atlantic Coastal Waters Area
533.0,Cinderella,164168,Waters off New Jersey
533.0,Cinderella,164163,Mudhole
533.0,Cinderella,164297,Southern Nearshore
533.0,Cinderella,164292,Mid-Atlantic Coastal Waters Area
534.0,Sea Girt Reef,164168,Waters off New Jersey
534.0,Sea Girt Reef,164163,Mudhole
534.0,Sea Girt Reef,164297,Southern Nearshore
534.0,Sea Girt Reef,164292,Mid-Atlantic Coastal Waters Area
535.0,Keneth Truesdale Reef,164168,Waters off New Jersey
535.0,Keneth Truesdale Reef,164163,Mudhole
535.0,Keneth Truesdale Reef,164297,Southern Nearshore
535.0,Keneth Truesdale Reef,164292,Mid-Atlantic Coastal Waters Area
536.0,Capt. Etzel,164168,Waters off New Jersey
536.0,Capt. Etzel,164163,Mudhole
536.0,Capt. Etzel,164297,Southern Nearshore
536.0,Capt. Etzel,164292,Mid-Atlantic Coastal Waters Area
537.0,FCO Reef,164168,Waters off New Jersey
537.0,FCO Reef,164163,Mudhole
537.0,FCO Reef,164297,Southern Nearshore
537.0,FCO Reef,164292,Mid-Atlantic Coastal Waters Area
538.0,Ocean Wreck Divers II,164168,Waters off New Jersey
538.0,Ocean Wreck Divers II,164163,Mudhole
538.0,Ocean Wreck Divers II,164297,Southern Nearshore
538.0,Ocean Wreck Divers II,164292,Mid-Atlantic Coastal Waters Area
539.0,G. A. Venturo,164168,Waters off New Jersey
539.0,G. A. Venturo,164163,Mudhole
539.0,G. A. Venturo,164297,Southern Nearshore
539.0,G. A. Venturo,164292,Mid-Atlantic Coastal Waters Area
540.0,The Fisherman Reef,164168,Waters off New Jersey
540.0,The Fisherman Reef,164163,Mudhole
540.0,The Fisherman Reef,164297,Southern Nearshore
540.0,The Fisherman Reef,164292,Mid-Atlantic Coastal Waters Area
541.0,Restorer,164168,Waters off New Jersey
541.0,Restorer,164163,Mudhole
541.0,Restorer,164297,Southern Nearshore
541.0,Restorer,164292,Mid-Atlantic Coastal Waters Area
542.0,Golden Eagle,164168,Waters off New Jersey
542.0,Golden Eagle,164163,Mudhole
542.0,Golden Eagle,164297,Southern Nearshore
542.0,Golden Eagle,164292,Mid-Atlantic Coastal Waters Area
543.0,Ocean Wreck Divers IV,164168,Waters off New Jersey
543.0,Ocean Wreck Divers IV,164163,Mudhole
543.0,Ocean Wreck Divers IV,164297,Southern Nearshore
543.0,Ocean Wreck Divers IV,164292,Mid-Atlantic Coastal Waters Area
544.0,Clifford Lipke Reef,164168,Waters off New Jersey
544.0,Clifford Lipke Reef,164163,Mudhole
544.0,Clifford Lipke Reef,164297,Southern Nearshore
544.0,Clifford Lipke Reef,164292,Mid-Atlantic Coastal Waters Area
545.0,DVD Banana Barge,164168,Waters off New Jersey
545.0,DVD Banana Barge,164163,Mudhole
545.0,DVD Banana Barge,164297,Southern Nearshore
545.0,DVD Banana Barge,164292,Mid-Atlantic Coastal Waters Area
546.0,Travis Stephen,164168,Waters off New Jersey
546.0,Travis Stephen,164163,Mudhole
546.0,Travis Stephen,164297,Southern Nearshore
546.0,Travis Stephen,164292,Mid-Atlantic Coastal Waters Area
547.0,Wedding Barge,164168,Waters off New Jersey
547.0,Wedding Barge,164163,Mudhole
547.0,Wedding Barge,164297,Southern Nearshore
547.0,Wedding Barge,164292,Mid-Atlantic Coastal Waters Area
548.0,Trevor Dixon Memorial Shipwreck,164168,Waters off New Jersey
548.0,Trevor Dixon Memorial Shipwreck,164163,Mudhole
548.0,Trevor Dixon Memorial Shipwreck,164297,Southern Nearshore
548.0,Trevor Dixon Memorial Shipwreck,164292,Mid-Atlantic Coastal Waters Area
549.0,Ed Bogart Memorial Reef,164168,Waters off New Jersey
549.0,Ed Bogart Memorial Reef,164163,Mudhole
549.0,Ed Bogart Memorial Reef,164297,Southern Nearshore
549.0,Ed Bogart Memorial Reef,164292,Mid-Atlantic Coastal Waters Area
550.0,Coney Island,164168,Waters off New Jersey
550.0,Coney Island,164163,Mudhole
550.0,Coney Island,164297,Southern Nearshore
550.0,Coney Island,164292,Mid-Atlantic Coastal Waters Area
551.0,Alan Martin,164168,Waters off New Jersey
551.0,Alan Martin,164163,Mudhole
551.0,Alan Martin,164297,Southern Nearshore
551.0,Alan Martin,164292,Mid-Atlantic Coastal Waters Area
552.0,Sam Berman,164168,Waters off New Jersey
552.0,Sam Berman,164163,Mudhole
552.0,Sam Berman,164297,Southern Nearshore
552.0,Sam Berman,164292,Mid-Atlantic Coastal Waters Area
553.0,USS Algol,164168,Waters off New Jersey
553.0,USS Algol,164163,Mudhole
553.0,USS Algol,164297,Southern Nearshore
553.0,USS Algol,164292,Mid-Atlantic Coastal Waters Area
554.0,Billy D,164168,Waters off New Jersey
554.0,Billy D,164163,Mudhole
554.0,Billy D,164297,Southern Nearshore
554.0,Billy D,164292,Mid-Atlantic Coastal Waters Area
555.0,Mako Mania Wreck,164168,Waters off New Jersey
555.0,Mako Mania Wreck,164163,Mudhole
555.0,Mako Mania Wreck,164297,Southern Nearshore
555.0,Mako Mania Wreck,164292,Mid-Atlantic Coastal Waters Area
556.0,Capt. Bart,164168,Waters off New Jersey
556.0,Capt. Bart,164163,Mudhole
556.0,Capt. Bart,164297,Southern Nearshore
556.0,Capt. Bart,164292,Mid-Atlantic Coastal Waters Area
557.0,HRFA-NJ,164168,Waters off New Jersey
557.0,HRFA-NJ,164163,Mudhole
557.0,HRFA-NJ,164297,Southern Nearshore
557.0,HRFA-NJ,164292,Mid-Atlantic Coastal Waters Area
558.0,Jack?s Spot,164168,Waters off New Jersey
558.0,Jack?s Spot,164163,Mudhole
558.0,Jack?s Spot,164297,Southern Nearshore
558.0,Jack?s Spot,164292,Mid-Atlantic Coastal Waters Area
559.0,Caputi?s Train Wreck,164168,Waters off New Jersey
559.0,Caputi?s Train Wreck,164163,Mudhole
559.0,Caputi?s Train Wreck,164297,Southern Nearshore
559.0,Caputi?s Train Wreck,164292,Mid-Atlantic Coastal Waters Area
560.0,Muir?s Submarine Express,164168,Waters off New Jersey
560.0,Muir?s Submarine Express,164163,Mudhole
560.0,Muir?s Submarine Express,164297,Southern Nearshore
560.0,Muir?s Submarine Express,164292,Mid-Atlantic Coastal Waters Area
561.0,Colleen GPPCBA/Budweiser Reef,164168,Waters off New Jersey
561.0,Colleen GPPCBA/Budweiser Reef,164297,Southern Nearshore
561.0,Colleen GPPCBA/Budweiser Reef,164292,Mid-Atlantic Coastal Waters Area
562.0,Capt. Ed Schmidiger,164168,Waters off New Jersey
562.0,Capt. Ed Schmidiger,164297,Southern Nearshore
562.0,Capt. Ed Schmidiger,164292,Mid-Atlantic Coastal Waters Area
563.0,Ocean Wreck Divers III,164168,Waters off New Jersey
563.0,Ocean Wreck Divers III,164297,Southern Nearshore
563.0,Ocean Wreck Divers III,164292,Mid-Atlantic Coastal Waters Area
564.0,Joseph M. Doherty Reef,164168,Waters off New Jersey
564.0,Joseph M. Doherty Reef,164297,Southern Nearshore
564.0,Joseph M. Doherty Reef,164292,Mid-Atlantic Coastal Waters Area
565.0,Manasquan Fishing Club Reef,164168,Waters off New Jersey
565.0,Manasquan Fishing Club Reef,164297,Southern Nearshore
565.0,Manasquan Fishing Club Reef,164292,Mid-Atlantic Coastal Waters Area
566.0,The Explorer,164168,Waters off New Jersey
566.0,The Explorer,164297,Southern Nearshore
566.0,The Explorer,164292,Mid-Atlantic Coastal Waters Area
567.0,Wasabi Reef,164168,Waters off New Jersey
567.0,Wasabi Reef,164297,Southern Nearshore
567.0,Wasabi Reef,164292,Mid-Atlantic Coastal Waters Area
568.0,McGurr?s Tug,164168,Waters off New Jersey
568.0,McGurr?s Tug,164297,Southern Nearshore
568.0,McGurr?s Tug,164292,Mid-Atlantic Coastal Waters Area
569.0,Joan LaRie III,164168,Waters off New Jersey
569.0,Joan LaRie III,164297,Southern Nearshore
569.0,Joan LaRie III,164292,Mid-Atlantic Coastal Waters Area
570.0,Jim Lynch,164168,Waters off New Jersey
570.0,Jim Lynch,164297,Southern Nearshore
570.0,Jim Lynch,164292,Mid-Atlantic Coastal Waters Area
571.0,Barbara Ann,164168,Waters off New Jersey
571.0,Barbara Ann,164297,Southern Nearshore
571.0,Barbara Ann,164292,Mid-Atlantic Coastal Waters Area
572.0,Patrick S. Murphy,164168,Waters off New Jersey
572.0,Patrick S. Murphy,164297,Southern Nearshore
572.0,Patrick S. Murphy,164292,Mid-Atlantic Coastal Waters Area
573.0,Veronica M.,164168,Waters off New Jersey
573.0,Veronica M.,164297,Southern Nearshore
573.0,Veronica M.,164292,Mid-Atlantic Coastal Waters Area
574.0,MRMTC Members Memorial Reef,164168,Waters off New Jersey
574.0,MRMTC Members Memorial Reef,164297,Southern Nearshore
574.0,MRMTC Members Memorial Reef,164292,Mid-Atlantic Coastal Waters Area
575.0,Four of Clubs,164168,Waters off New Jersey
575.0,Four of Clubs,164297,Southern Nearshore
575.0,Four of Clubs,164292,Mid-Atlantic Coastal Waters Area
576.0,Lucy 7,164168,Waters off New Jersey
576.0,Lucy 7,164297,Southern Nearshore
576.0,Lucy 7,164292,Mid-Atlantic Coastal Waters Area
577.0,MRMTC #8,164168,Waters off New Jersey
577.0,MRMTC #8,164297,Southern Nearshore
577.0,MRMTC #8,164292,Mid-Atlantic Coastal Waters Area
578.0,MRMTC #9,164168,Waters off New Jersey
578.0,MRMTC #9,164297,Southern Nearshore
578.0,MRMTC #9,164292,Mid-Atlantic Coastal Waters Area
579.0,Angelo?s Reef,164168,Waters off New Jersey
579.0,Angelo?s Reef,164297,Southern Nearshore
579.0,Angelo?s Reef,164292,Mid-Atlantic Coastal Waters Area
580.0,MRMTC #10,164168,Waters off New Jersey
580.0,MRMTC #10,164297,Southern Nearshore
580.0,MRMTC #10,164292,Mid-Atlantic Coastal Waters Area
581.0,Gus Grafas Memorial Reef,164168,Waters off New Jersey
581.0,Gus Grafas Memorial Reef,164297,Southern Nearshore
581.0,Gus Grafas Memorial Reef,164292,Mid-Atlantic Coastal Waters Area
582.0,No. 9,164168,Waters off New Jersey
582.0,No. 9,164297,Southern Nearshore
582.0,No. 9,164292,Mid-Atlantic Coastal Waters Area
583.0,PSI,164168,Waters off New Jersey
583.0,PSI,164297,Southern Nearshore
583.0,PSI,164292,Mid-Atlantic Coastal Waters Area
584.0,Antares,164168,Waters off New Jersey
584.0,Antares,164297,Southern Nearshore
584.0,Antares,164292,Mid-Atlantic Coastal Waters Area
585.0,Hank A. Dukes Reef,164168,Waters off New Jersey
585.0,Hank A. Dukes Reef,164297,Southern Nearshore
585.0,Hank A. Dukes Reef,164292,Mid-Atlantic Coastal Waters Area
586.0,"LTC Joseph P. Callahan, Sr.",164168,Waters off New Jersey
586.0,"LTC Joseph P. Callahan, Sr.",164297,Southern Nearshore
586.0,"LTC Joseph P. Callahan, Sr.",164292,Mid-Atlantic Coastal Waters Area
587.0,Col. Samuel R. Probasco III,164168,Waters off New Jersey
587.0,Col. Samuel R. Probasco III,164297,Southern Nearshore
587.0,Col. Samuel R. Probasco III,164292,Mid-Atlantic Coastal Waters Area
588.0,Gilbert Reef,164168,Waters off New Jersey
588.0,Gilbert Reef,164297,Southern Nearshore
588.0,Gilbert Reef,164292,Mid-Atlantic Coastal Waters Area
589.0,Harry White Reef,164168,Waters off New Jersey
589.0,Harry White Reef,164297,Southern Nearshore
589.0,Harry White Reef,164292,Mid-Atlantic Coastal Waters Area
590.0,VHFC II,164168,Waters off New Jersey
590.0,VHFC II,164297,Southern Nearshore
590.0,VHFC II,164292,Mid-Atlantic Coastal Waters Area
591.0,Barnegat Fishin' Hole #2,164168,Waters off New Jersey
591.0,Barnegat Fishin' Hole #2,164297,Southern Nearshore
591.0,Barnegat Fishin' Hole #2,164292,Mid-Atlantic Coastal Waters Area
592.0,FRTC Reef,164168,Waters off New Jersey
592.0,FRTC Reef,164297,Southern Nearshore
592.0,FRTC Reef,164292,Mid-Atlantic Coastal Waters Area
593.0,Tracy's Treasure,164168,Waters off New Jersey
593.0,Tracy's Treasure,164297,Southern Nearshore
593.0,Tracy's Treasure,164292,Mid-Atlantic Coastal Waters Area
594.0,Willian Berndt Memorial Reef,164168,Waters off New Jersey
594.0,Willian Berndt Memorial Reef,164297,Southern Nearshore
594.0,Willian Berndt Memorial Reef,164292,Mid-Atlantic Coastal Waters Area
595.0,Barnegat Fishin' Hole #3,164168,Waters off New Jersey
595.0,Barnegat Fishin' Hole #3,164297,Southern Nearshore
595.0,Barnegat Fishin' Hole #3,164292,Mid-Atlantic Coastal Waters Area
596.0,"Joseph A. Matuska ""Never Enough""",164168,Waters off New Jersey
596.0,"Joseph A. Matuska ""Never Enough""",164297,Southern Nearshore
596.0,"Joseph A. Matuska ""Never Enough""",164292,Mid-Atlantic Coastal Waters Area
597.0,In Memory of Fish Hawks Saltwater Anglers Reef,164168,Waters off New Jersey
597.0,In Memory of Fish Hawks Saltwater Anglers Reef,164297,Southern Nearshore
597.0,In Memory of Fish Hawks Saltwater Anglers Reef,164292,Mid-Atlantic Coastal Waters Area
598.0,Charles B. Durborow Reef,164168,Waters off New Jersey
598.0,Charles B. Durborow Reef,164297,Southern Nearshore
598.0,Charles B. Durborow Reef,164292,Mid-Atlantic Coastal Waters Area
599.0,Tuna Sub,164168,Waters off New Jersey
599.0,Tuna Sub,164297,Southern Nearshore
599.0,Tuna Sub,164292,Mid-Atlantic Coastal Waters Area
600.0,Joe Houston Reef,164168,Waters off New Jersey
600.0,Joe Houston Reef,164297,Southern Nearshore
600.0,Joe Houston Reef,164292,Mid-Atlantic Coastal Waters Area
601.0,Johnny Mesday Reef,164168,Waters off New Jersey
601.0,Johnny Mesday Reef,164297,Southern Nearshore
601.0,Johnny Mesday Reef,164292,Mid-Atlantic Coastal Waters Area
602.0,Shirley Ann,164168,Waters off New Jersey
602.0,Shirley Ann,164297,Southern Nearshore
602.0,Shirley Ann,164292,Mid-Atlantic Coastal Waters Area
603.0,A. H. Dumont,164168,Waters off New Jersey
603.0,A. H. Dumont,164297,Southern Nearshore
603.0,A. H. Dumont,164292,Mid-Atlantic Coastal Waters Area
604.0,Aqua II,164168,Waters off New Jersey
604.0,Aqua II,164297,Southern Nearshore
604.0,Aqua II,164292,Mid-Atlantic Coastal Waters Area
605.0,Molasses,164168,Waters off New Jersey
605.0,Molasses,164297,Southern Nearshore
605.0,Molasses,164292,Mid-Atlantic Coastal Waters Area
606.0,Fatuk,164168,Waters off New Jersey
606.0,Fatuk,164297,Southern Nearshore
606.0,Fatuk,164292,Mid-Atlantic Coastal Waters Area
607.0,Mary C.,164168,Waters off New Jersey
607.0,Mary C.,164297,Southern Nearshore
607.0,Mary C.,164292,Mid-Atlantic Coastal Waters Area
608.0,Choctaw,164168,Waters off New Jersey
608.0,Choctaw,164297,Southern Nearshore
608.0,Choctaw,164292,Mid-Atlantic Coastal Waters Area
609.0,Coleman II,164168,Waters off New Jersey
609.0,Coleman II,164297,Southern Nearshore
609.0,Coleman II,164292,Mid-Atlantic Coastal Waters Area
610.0,Vincent Paul Pessolano,164168,Waters off New Jersey
610.0,Vincent Paul Pessolano,164297,Southern Nearshore
610.0,Vincent Paul Pessolano,164292,Mid-Atlantic Coastal Waters Area
611.0,Weeks 218,164168,Waters off New Jersey
611.0,Weeks 218,164297,Southern Nearshore
611.0,Weeks 218,164292,Mid-Atlantic Coastal Waters Area
612.0,Bear's Reef,164168,Waters off New Jersey
612.0,Bear's Reef,164297,Southern Nearshore
612.0,Bear's Reef,164292,Mid-Atlantic Coastal Waters Area
613.0,Penn Reels Reef,164168,Waters off New Jersey
613.0,Penn Reels Reef,164297,Southern Nearshore
613.0,Penn Reels Reef,164292,Mid-Atlantic Coastal Waters Area
614.0,John Dobilas,164168,Waters off New Jersey
614.0,John Dobilas,164297,Southern Nearshore
614.0,John Dobilas,164292,Mid-Atlantic Coastal Waters Area
615.0,Jerry,164168,Waters off New Jersey
615.0,Jerry,164297,Southern Nearshore
615.0,Jerry,164292,Mid-Atlantic Coastal Waters Area
616.0,Red Bird Reef,164168,Waters off New Jersey
616.0,Red Bird Reef,164297,Southern Nearshore
616.0,Red Bird Reef,164292,Mid-Atlantic Coastal Waters Area
617.0,Redbird Reef,164168,Waters off New Jersey
617.0,Redbird Reef,164297,Southern Nearshore
617.0,Redbird Reef,164292,Mid-Atlantic Coastal Waters Area
618.0,Barnegat Fishin' Hole Reef,164168,Waters off New Jersey
618.0,Barnegat Fishin' Hole Reef,164297,Southern Nearshore
618.0,Barnegat Fishin' Hole Reef,164292,Mid-Atlantic Coastal Waters Area
619.0,Redbird Reef,164168,Waters off New Jersey
619.0,Redbird Reef,164297,Southern Nearshore
619.0,Redbird Reef,164292,Mid-Atlantic Coastal Waters Area
620.0,Redbird Reef,164168,Waters off New Jersey
620.0,Redbird Reef,164297,Southern Nearshore
620.0,Redbird Reef,164292,Mid-Atlantic Coastal Waters Area
621.0,JCAA Redbird Reef,164168,Waters off New Jersey
621.0,JCAA Redbird Reef,164297,Southern Nearshore
621.0,JCAA Redbird Reef,164292,Mid-Atlantic Coastal Waters Area
622.0,Helis,164168,Waters off New Jersey
622.0,Helis,164297,Southern Nearshore
622.0,Helis,164292,Mid-Atlantic Coastal Waters Area
623.0,The Rhino,164168,Waters off New Jersey
623.0,The Rhino,164297,Southern Nearshore
623.0,The Rhino,164292,Mid-Atlantic Coastal Waters Area
624.0,Miller,164168,Waters off New Jersey
624.0,Miller,164297,Southern Nearshore
624.0,Miller,164292,Mid-Atlantic Coastal Waters Area
625.0,Starcraft,164168,Waters off New Jersey
625.0,Starcraft,164297,Southern Nearshore
625.0,Starcraft,164292,Mid-Atlantic Coastal Waters Area
626.0,Holgate 1,164168,Waters off New Jersey
626.0,Holgate 1,164297,Southern Nearshore
626.0,Holgate 1,164292,Mid-Atlantic Coastal Waters Area
627.0,VHFC,164168,Waters off New Jersey
627.0,VHFC,164297,Southern Nearshore
627.0,VHFC,164292,Mid-Atlantic Coastal Waters Area
628.0,Ocean Wreck Divers I,164168,Waters off New Jersey
628.0,Ocean Wreck Divers I,164297,Southern Nearshore
628.0,Ocean Wreck Divers I,164292,Mid-Atlantic Coastal Waters Area
629.0,BHMTC,164168,Waters off New Jersey
629.0,BHMTC,164297,Southern Nearshore
629.0,BHMTC,164292,Mid-Atlantic Coastal Waters Area
630.0,BHMTC V,164168,Waters off New Jersey
630.0,BHMTC V,164297,Southern Nearshore
630.0,BHMTC V,164292,Mid-Atlantic Coastal Waters Area
631.0,BHMTC VI,164168,Waters off New Jersey
631.0,BHMTC VI,164297,Southern Nearshore
631.0,BHMTC VI,164292,Mid-Atlantic Coastal Waters Area
632.0,Whittle Wet Wabbit Weef,164168,Waters off New Jersey
632.0,Whittle Wet Wabbit Weef,164297,Southern Nearshore
632.0,Whittle Wet Wabbit Weef,164292,Mid-Atlantic Coastal Waters Area
633.0,Ed Hall,164168,Waters off New Jersey
633.0,Ed Hall,164297,Southern Nearshore
633.0,Ed Hall,164292,Mid-Atlantic Coastal Waters Area
634.0,Absecon Saltwater Sportsmen Memorial Reef,164168,Waters off New Jersey
634.0,Absecon Saltwater Sportsmen Memorial Reef,164297,Southern Nearshore
634.0,Absecon Saltwater Sportsmen Memorial Reef,164292,Mid-Atlantic Coastal Waters Area
635.0,Marin's Reef,164168,Waters off New Jersey
635.0,Marin's Reef,164297,Southern Nearshore
635.0,Marin's Reef,164292,Mid-Atlantic Coastal Waters Area
636.0,BHMTC Tank II,164168,Waters off New Jersey
636.0,BHMTC Tank II,164297,Southern Nearshore
636.0,BHMTC Tank II,164292,Mid-Atlantic Coastal Waters Area
637.0,Kochka's Reef,164168,Waters off New Jersey
637.0,Kochka's Reef,164297,Southern Nearshore
637.0,Kochka's Reef,164292,Mid-Atlantic Coastal Waters Area
638.0,J. Drew Messler Reef,164168,Waters off New Jersey
638.0,J. Drew Messler Reef,164297,Southern Nearshore
638.0,J. Drew Messler Reef,164292,Mid-Atlantic Coastal Waters Area
639.0,J. Drew Messler Reef,164168,Waters off New Jersey
639.0,J. Drew Messler Reef,164297,Southern Nearshore
639.0,J. Drew Messler Reef,164292,Mid-Atlantic Coastal Waters Area
640.0,Jessie C,164168,Waters off New Jersey
640.0,Jessie C,164297,Southern Nearshore
640.0,Jessie C,164292,Mid-Atlantic Coastal Waters Area
641.0,BHMTC Tank III,164168,Waters off New Jersey
641.0,BHMTC Tank III,164297,Southern Nearshore
641.0,BHMTC Tank III,164292,Mid-Atlantic Coastal Waters Area
642.0,5 bitts,164168,Waters off New Jersey
642.0,5 bitts,164297,Southern Nearshore
642.0,5 bitts,164292,Mid-Atlantic Coastal Waters Area
643.0,Marc R. Stroud Memorial Reef,164168,Waters off New Jersey
643.0,Marc R. Stroud Memorial Reef,164297,Southern Nearshore
643.0,Marc R. Stroud Memorial Reef,164292,Mid-Atlantic Coastal Waters Area
644.0,BHMTC Tank IV,164168,Waters off New Jersey
644.0,BHMTC Tank IV,164297,Southern Nearshore
644.0,BHMTC Tank IV,164292,Mid-Atlantic Coastal Waters Area
645.0,Waldorf,164168,Waters off New Jersey
645.0,Waldorf,164297,Southern Nearshore
645.0,Waldorf,164292,Mid-Atlantic Coastal Waters Area
646.0,Southwick's Wreck,164168,Waters off New Jersey
646.0,Southwick's Wreck,164297,Southern Nearshore
646.0,Southwick's Wreck,164292,Mid-Atlantic Coastal Waters Area
647.0,Pauline Marie,164168,Waters off New Jersey
647.0,Pauline Marie,164297,Southern Nearshore
647.0,Pauline Marie,164292,Mid-Atlantic Coastal Waters Area
648.0,The American,164168,Waters off New Jersey
648.0,The American,164297,Southern Nearshore
648.0,The American,164292,Mid-Atlantic Coastal Waters Area
649.0,First Lady,164168,Waters off New Jersey
649.0,First Lady,164297,Southern Nearshore
649.0,First Lady,164292,Mid-Atlantic Coastal Waters Area
650.0,Morania Abaco,164168,Waters off New Jersey
650.0,Morania Abaco,164297,Southern Nearshore
650.0,Morania Abaco,164292,Mid-Atlantic Coastal Waters Area
651.0,Francis S. Bushy,164168,Waters off New Jersey
651.0,Francis S. Bushy,164297,Southern Nearshore
651.0,Francis S. Bushy,164292,Mid-Atlantic Coastal Waters Area
652.0,Nils S.,164168,Waters off New Jersey
652.0,Nils S.,164297,Southern Nearshore
652.0,Nils S.,164292,Mid-Atlantic Coastal Waters Area
653.0,A. C. Wescoat,164168,Waters off New Jersey
