wreck_num,wreck_name,wdpa_gid,wdpa_name
1370.0,Amaryllis,164212,Southeast U.S.
1371.0,Lake Worth Inlet,164212,Southeast U.S.
1403.0,Navy  Drydock,164291,Southeast U.S.
1404.0,Dorothy Louise Barge,164291,Southeast U.S.
1405.0,Outer Plane Reef-Ship,164291,Southeast U.S.
1406.0,Nine Mile Reef,164291,Southeast U.S.
1407.0,Fish America Foundation #1,164212,Southeast U.S.
1408.0,Tug Lesley Lee Reef,164212,Southeast U.S.
1409.0,Ft. Pierce Fish Haven,164212,Southeast U.S.
1410.0,Two Barges Reef,164212,Southeast U.S.
1411.0,Ken M Reef,164212,Southeast U.S.
1412.0,50' Inshore Reef Site,164212,Southeast U.S.
1413.0,Muliphen Reef,164212,Southeast U.S.
1414.0,"""Beverly M"" Reef",164212,Southeast U.S.
1416.0,"Ft Pierce Artificial Reef-""Deep Tug""",164212,Southeast U.S.
1418.0,Site #6_2011_E,164291,Southeast U.S.
1419.0,Site #4_2004 - Maxine D,164291,Southeast U.S.
1420.0,Site #9_Tug  Reef,164291,Southeast U.S.
1421.0,Site #3_1995 - Atlas,164291,Southeast U.S.
1422.0,Site #3_1995 - Rio Yuna,164291,Southeast U.S.
1423.0,Site #3_1995,164291,Southeast U.S.
1424.0,Site #3_1995,164291,Southeast U.S.
1425.0,Site #7_1994 - Argoil,164291,Southeast U.S.
1426.0,Site #1_1994,164291,Southeast U.S.
1427.0,Site #4_1994 - Maxine D,164291,Southeast U.S.
1428.0,Site #2_1994 - Semarca,164291,Southeast U.S.
1429.0,Site #2_1985,164291,Southeast U.S.
1430.0,Site #3_1980 - Mindanao,164291,Southeast U.S.
1457.0,Linden's Mystery Car Bodies,164291,Southeast U.S.
1494.0,Jet Fighters,145089,Florida Keys
1523.0,St. Pete Beach Site,164065,Pinellas County
1524.0,St. Pete Beach Site,164065,Pinellas County
1525.0,St. Pete Beach Site,164065,Pinellas County
1526.0,St. Pete Beach Site,164065,Pinellas County
1527.0,St. Pete Beach Site,164065,Pinellas County
1528.0,St. Pete Beach Site,164065,Pinellas County
1529.0,St. Pete Beach Site,164065,Pinellas County
1530.0,St. Pete Beach Site,164065,Pinellas County
1531.0,St. Pete Beach Site,164065,Pinellas County
1547.0,Tampa,164291,Southeast U.S.
1548.0,Edwin Nettleton,164291,Southeast U.S.
1549.0,YFN 321,164291,Southeast U.S.
1550.0,Henry Bacon,164291,Southeast U.S.
1551.0,El Mira,164291,Southeast U.S.
1552.0,Optimist,164291,Southeast U.S.
1553.0,Motherlode,164291,Southeast U.S.
1554.0,Scalper,164291,Southeast U.S.
1555.0,Senasqua YTM 523,164291,Southeast U.S.
1556.0,Recife,164291,Southeast U.S.
1557.0,Janet,164291,Southeast U.S.
1558.0,LCM-1,164291,Southeast U.S.
1559.0,LCM-6,164291,Southeast U.S.
1560.0,Delta Diamond,164291,Southeast U.S.
1561.0,Modena,164291,Southeast U.S.
1562.0,Ansley,164291,Southeast U.S.
1563.0,Unnamed,164291,Southeast U.S.
1564.0,Honey,164291,Southeast U.S.
1565.0,Mary Lou,164291,Southeast U.S.
1566.0,Thunderbolt,164291,Southeast U.S.
1567.0,TM 1157,164291,Southeast U.S.
1568.0,Unnamed,164291,Southeast U.S.
1569.0,Unnamed,164291,Southeast U.S.
1570.0,Matt Turecamo,164291,Southeast U.S.
1571.0,Olympics- YC-1117,164291,Southeast U.S.
1572.0,Jupiter (1),164291,Southeast U.S.
1573.0,Recchi GLF,164291,Southeast U.S.
1575.0,Mac Tide 21,164291,Southeast U.S.
1576.0,Rio Apon,164291,Southeast U.S.
1577.0,Rio Caroni,164291,Southeast U.S.
1579.0,Zapala,164291,Southeast U.S.
1580.0,Unnamed,164291,Southeast U.S.
1581.0,Unnamed,164291,Southeast U.S.
1582.0,Unnamed,164291,Southeast U.S.
1583.0,MOBRO  Northern Hopper Barge,164291,Southeast U.S.
1584.0,MOBRO Southern Hopper Barge,164291,Southeast U.S.
1585.0,Bow string,164291,Southeast U.S.
1586.0,Reid McAllister,164291,Southeast U.S.
1587.0,McAllister,164291,Southeast U.S.
1588.0,Unnamed,164291,Southeast U.S.
1589.0,Unnamed,164291,Southeast U.S.
1590.0,Unnamed,164291,Southeast U.S.
1591.0,Barbara McAllister,164291,Southeast U.S.
1592.0,Unnamed,164291,Southeast U.S.
1593.0,Devon,164291,Southeast U.S.
1594.0,Esparta,164291,Southeast U.S.
1595.0,Euwin St. Phillips,164291,Southeast U.S.
1596.0,Landing Craft,164291,Southeast U.S.
1597.0,LLM,164291,Southeast U.S.
1598.0,Vincent Turecamo,164291,Southeast U.S.
1600.0,Grace,164291,Southeast U.S.
1601.0,Oriental Trader,164291,Southeast U.S.
1602.0,Rachael,164291,Southeast U.S.
1603.0,Sapelo II,164291,Southeast U.S.
1604.0,Pegasus,164291,Southeast U.S.
1605.0,Kinsale,164291,Southeast U.S.
1606.0,Margaret Turecamo,164291,Southeast U.S.
1607.0,Jane Yarn,164291,Southeast U.S.
1608.0,Unnamed,164291,Southeast U.S.
1609.0,Unnamed,164291,Southeast U.S.
1610.0,Jupiter (2),164291,Southeast U.S.
1611.0,Sailboat,164291,Southeast U.S.
1612.0,Steel Vessel,164291,Southeast U.S.
1613.0,TIC,164291,Southeast U.S.
1614.0,Unnamed,164291,Southeast U.S.
1615.0,Unnamed,164291,Southeast U.S.
1616.0,John Bird,164291,Southeast U.S.
1617.0,M-60 Battle Tanks,164291,Southeast U.S.
1618.0,M-60 Battle Tanks,164291,Southeast U.S.
1619.0,M-60 Battle Tanks,164291,Southeast U.S.
1620.0,M-60 Battle Tanks,164291,Southeast U.S.
1621.0,M-60 Battle Tanks,164291,Southeast U.S.
1622.0,M-60 Battle Tanks,164291,Southeast U.S.
1623.0,M-60 Battle Tanks,164291,Southeast U.S.
1624.0,M-60 Battle Tanks,164291,Southeast U.S.
1625.0,M-60 Battle Tanks,164291,Southeast U.S.
1626.0,M-60 Battle Tanks,164291,Southeast U.S.
1627.0,M-60 Battle Tanks,164291,Southeast U.S.
1628.0,M-60 Battle Tanks,164291,Southeast U.S.
1629.0,M-60 Battle Tanks,164291,Southeast U.S.
1630.0,M-60 Battle Tanks,164291,Southeast U.S.
1631.0,M-60 Battle Tanks,164291,Southeast U.S.
1632.0,M-60 Battle Tanks,164291,Southeast U.S.
1633.0,M-60 Battle Tanks,164291,Southeast U.S.
1634.0,M-60 Battle Tanks,164291,Southeast U.S.
1635.0,M-60 Battle Tanks,164291,Southeast U.S.
1636.0,M-60 Battle Tanks,164291,Southeast U.S.
1637.0,M-60 Battle Tanks,164291,Southeast U.S.
1638.0,M-60 Battle Tanks,164291,Southeast U.S.
1639.0,M-60 Battle Tanks,164291,Southeast U.S.
1640.0,M-60 Battle Tanks,164291,Southeast U.S.
1641.0,M-60 Battle Tanks,164291,Southeast U.S.
1642.0,M-60 Battle Tanks,164291,Southeast U.S.
1643.0,M-60 Battle Tanks,164291,Southeast U.S.
1644.0,M-60 Battle Tanks,164291,Southeast U.S.
1645.0,M-60 Battle Tanks,164291,Southeast U.S.
1646.0,M-60 Battle Tanks,164291,Southeast U.S.
1647.0,M-60 Battle Tanks,164291,Southeast U.S.
1648.0,NYCTA Subway Car,164291,Southeast U.S.
1649.0,NYCTA Subway Car,164291,Southeast U.S.
1650.0,NYCTA Subway Car,164291,Southeast U.S.
1651.0,NYCTA Subway Car,164291,Southeast U.S.
1652.0,NYCTA Subway Car,164291,Southeast U.S.
1653.0,NYCTA Subway Car,164291,Southeast U.S.
1654.0,NYCTA Subway Car,164291,Southeast U.S.
1655.0,NYCTA Subway Car,164291,Southeast U.S.
1656.0,NYCTA Subway Car,164291,Southeast U.S.
1657.0,NYCTA Subway Car,164291,Southeast U.S.
1658.0,NYCTA Subway Car,164291,Southeast U.S.
1659.0,NYCTA Subway Car,164291,Southeast U.S.
1660.0,NYCTA Subway Car,164291,Southeast U.S.
1661.0,NYCTA Subway Car,164291,Southeast U.S.
1662.0,NYCTA Subway Car,164291,Southeast U.S.
1663.0,NYCTA Subway Car,164291,Southeast U.S.
1664.0,NYCTA Subway Car,164291,Southeast U.S.
1665.0,NYCTA Subway Car,164291,Southeast U.S.
1666.0,NYCTA Subway Car,164291,Southeast U.S.
1667.0,NYCTA Subway Car,164291,Southeast U.S.
1668.0,NYCTA Subway Car,164291,Southeast U.S.
1669.0,NYCTA Subway Car,164291,Southeast U.S.
1670.0,NYCTA Subway Car,164291,Southeast U.S.
1671.0,NYCTA Subway Car,164291,Southeast U.S.
1672.0,NYCTA Subway Car,164291,Southeast U.S.
1673.0,NYCTA Subway Car,164291,Southeast U.S.
1674.0,NYCTA Subway Car,164291,Southeast U.S.
1675.0,NYCTA Subway Car,164291,Southeast U.S.
1676.0,NYCTA Subway Car,164291,Southeast U.S.
1677.0,NYCTA Subway Car,164291,Southeast U.S.
1678.0,NYCTA Subway Car,164291,Southeast U.S.
1679.0,NYCTA Subway Car,164291,Southeast U.S.
1680.0,NYCTA Subway Car,164291,Southeast U.S.
1681.0,NYCTA Subway Car,164291,Southeast U.S.
1682.0,NYCTA Subway Car,164291,Southeast U.S.
1683.0,NYCTA Subway Car,164291,Southeast U.S.
1684.0,NYCTA Subway Car,164291,Southeast U.S.
1685.0,NYCTA Subway Car,164291,Southeast U.S.
1686.0,NYCTA Subway Car,164291,Southeast U.S.
1687.0,NYCTA Subway Car,164291,Southeast U.S.
1688.0,NYCTA Subway Car,164291,Southeast U.S.
1689.0,NYCTA Subway Car,164291,Southeast U.S.
1690.0,NYCTA Subway Car,164291,Southeast U.S.
1691.0,NYCTA Subway Car,164291,Southeast U.S.
1692.0,NYCTA Subway Car,164291,Southeast U.S.
1693.0,NYCTA Subway Car,164291,Southeast U.S.
1694.0,NYCTA Subway Car,164291,Southeast U.S.
1695.0,NYCTA Subway Car,164291,Southeast U.S.
1696.0,NYCTA Subway Car,164291,Southeast U.S.
1697.0,NYCTA Subway Car,164291,Southeast U.S.
1698.0,NYCTA Subway Car,164291,Southeast U.S.
1699.0,NYCTA Subway Car,164291,Southeast U.S.
1700.0,NYCTA Subway Car,164291,Southeast U.S.
1701.0,NYCTA Subway Car,164291,Southeast U.S.
1702.0,NYCTA Subway Car,164291,Southeast U.S.
1703.0,NYCTA Subway Car,164291,Southeast U.S.
1704.0,NYCTA Subway Car,164291,Southeast U.S.
1705.0,NYCTA Subway Car,164291,Southeast U.S.
1706.0,NYCTA Subway Car,164291,Southeast U.S.
1707.0,NYCTA Subway Car,164291,Southeast U.S.
1708.0,NYCTA Subway Car,164291,Southeast U.S.
1709.0,NYCTA Subway Car,164291,Southeast U.S.
1710.0,NYCTA Subway Car,164291,Southeast U.S.
1711.0,NYCTA Subway Car,164291,Southeast U.S.
1712.0,NYCTA Subway Car,164291,Southeast U.S.
1713.0,NYCTA Subway Car,164291,Southeast U.S.
1714.0,NYCTA Subway Car,164291,Southeast U.S.
1715.0,NYCTA Subway Car,164291,Southeast U.S.
1716.0,NYCTA Subway Car,164291,Southeast U.S.
1717.0,NYCTA Subway Car,164291,Southeast U.S.
1718.0,NYCTA Subway Car,164291,Southeast U.S.
1719.0,NYCTA Subway Car,164291,Southeast U.S.
1720.0,NYCTA Subway Car,164291,Southeast U.S.
1721.0,NYCTA Subway Car,164291,Southeast U.S.
1722.0,NYCTA Subway Car,164291,Southeast U.S.
1723.0,NYCTA Subway Car,164291,Southeast U.S.
1724.0,NYCTA Subway Car,164291,Southeast U.S.
1725.0,NYCTA Subway Car,164291,Southeast U.S.
1726.0,NYCTA Subway Car,164291,Southeast U.S.
1727.0,NYCTA Subway Car,164291,Southeast U.S.
1728.0,NYCTA Subway Car,164291,Southeast U.S.
1729.0,NYCTA Subway Car,164291,Southeast U.S.
1730.0,NYCTA Subway Car,164291,Southeast U.S.
1731.0,NYCTA Subway Car,164291,Southeast U.S.
1732.0,NYCTA Subway Car,164291,Southeast U.S.
1733.0,NYCTA Subway Car,164291,Southeast U.S.
1734.0,NYCTA Subway Car,164291,Southeast U.S.
1735.0,NYCTA Subway Car,164291,Southeast U.S.
1736.0,NYCTA Subway Car,164291,Southeast U.S.
1737.0,NYCTA Subway Car,164291,Southeast U.S.
1738.0,NYCTA Subway Car,164291,Southeast U.S.
1739.0,NYCTA Subway Car,164291,Southeast U.S.
1740.0,NYCTA Subway Car,164291,Southeast U.S.
1741.0,NYCTA Subway Car,164291,Southeast U.S.
1742.0,NYCTA Subway Car,164291,Southeast U.S.
1743.0,NYCTA Subway Car,164291,Southeast U.S.
1744.0,NYCTA Subway Car,164291,Southeast U.S.
1745.0,NYCTA Subway Car,164291,Southeast U.S.
1746.0,NYCTA Subway Car,164291,Southeast U.S.
1747.0,NYCTA Subway Car,164291,Southeast U.S.
1748.0,NYCTA Subway Car,164291,Southeast U.S.
1749.0,NYCTA Subway Car,164291,Southeast U.S.
1750.0,NYCTA Subway Car,164291,Southeast U.S.
1751.0,NYCTA Subway Car,164291,Southeast U.S.
1752.0,NYCTA Subway Car,164291,Southeast U.S.
1753.0,NYCTA Subway Car,164291,Southeast U.S.
1754.0,NYCTA Subway Car,164291,Southeast U.S.
1755.0,NYCTA Subway Car,164291,Southeast U.S.
1756.0,NYCTA Subway Car,164291,Southeast U.S.
1757.0,NYCTA Subway Car,164291,Southeast U.S.
1758.0,NYCTA Subway Car,164291,Southeast U.S.
1759.0,NYCTA Subway Car,164291,Southeast U.S.
1760.0,NYCTA Subway Car,164291,Southeast U.S.
1761.0,NYCTA Subway Car,164291,Southeast U.S.
1762.0,NYCTA Subway Car,164291,Southeast U.S.
1763.0,NYCTA Subway Car,164291,Southeast U.S.
1764.0,NYCTA Subway Car,164291,Southeast U.S.
1765.0,NYCTA Subway Car,164291,Southeast U.S.
1766.0,NYCTA Subway Car,164291,Southeast U.S.
1767.0,NYCTA Subway Car,164291,Southeast U.S.
1768.0,NYCTA Subway Car,164291,Southeast U.S.
1769.0,Addie Bagley Daniels SS,164291,Southeast U.S.
1770.0,Sayler - CBC 601,164291,Southeast U.S.
1772.0,Moreia MFV,122162,Parque Estadual Marinho Da Laje De Santos
1772.0,Moreia MFV,122543,Apa Marinha Do Litoral Centro
1773.0,Pietermaritzburg (HMS Pelorus),142766,Table Mountain National Park Marine Protected Area
1776.0,Aster MFV (CTA214),142766,Table Mountain National Park Marine Protected Area
1777.0,Doc Polson,116362,West Bay Replenishment Zone
1778.0,Oro Verde MV,116353,Seven Mile Beach Marine Park
1780.0,Round Table,16607,Little Tobago
1781.0,Gran Roque MV,5343,Henri Pittier
1784.0,Lesleen M,16614,"West Coast (incl. Soufriere, Rachette Reefs, Petit Piton, Gros Piton and Anse Chastenets)"
1784.0,Lesleen M,16633,Pitons(Qualibou and Canaries)
1786.0,Augustin Fresnel MV,13829,Guadeloupe
1786.0,Augustin Fresnel MV,13831,Agoa
1786.0,Augustin Fresnel MV,65409,Guadeloupe [aire d'adhésion]
1787.0,Kittiwake USS (ASR-13),107583,West Bay Bight Marine Park
1788.0,P-52 (Ulla),116306,Mar Menor y Costa Oriental De La Region De Murcia
1788.0,P-52 (Ulla),204690,Espacio marino de Tabarca-Cabo de Palos
1788.0,P-52 (Ulla),189407,Franja Litoral Sumergida de la Región de Murcia
1789.0,P-54 (Turia),116306,Mar Menor y Costa Oriental De La Region De Murcia
1789.0,P-54 (Turia),204690,Espacio marino de Tabarca-Cabo de Palos
1789.0,P-54 (Turia),189407,Franja Litoral Sumergida de la Región de Murcia
1792.0,Scylla HMS (F71),180301,Whitsand and Looe Bay
1792.0,Scylla HMS (F71),93914,Whitsand and Looe Bay
1793.0,Felipe Xicotencatl,210490,Arrecifes de Cozumel
1799.0,HTMS Kledkaeo (AKS 861),9349,Had Noparatthara - Mu Koh Phi Phi
1802.0,Transvaal,142766,Table Mountain National Park Marine Protected Area
1803.0,Good Hope,142766,Table Mountain National Park Marine Protected Area
1804.0,Rockeater,142766,Table Mountain National Park Marine Protected Area
1805.0,Princess Elizabeth,142766,Table Mountain National Park Marine Protected Area
1806.0,Oratava,142766,Table Mountain National Park Marine Protected Area
1807.0,Franjack MV,13829,Guadeloupe
1807.0,Franjack MV,13831,Agoa
1807.0,Franjack MV,65409,Guadeloupe [aire d'adhésion]
1812.0,Cominoland MV,209769,Il-Bahar ta' madwar Ghawdex
1813.0,Imperial Eagle MV,71592,Zona fil-bahar fil-Grigal ta' Malta
1813.0,Imperial Eagle MV,195947,Zona fil-Bahar fil-Grigal ta' Malta
1813.0,Imperial Eagle MV,209769,Il-Bahar ta' madwar Ghawdex
1814.0,P-31,209769,Il-Bahar ta' madwar Ghawdex
1817.0,MV Karwela,209769,Il-Bahar ta' madwar Ghawdex
1818.0,MV Xlendi,209769,Il-Bahar ta' madwar Ghawdex
1822.0,Papuan Explorer MV,16651,Rakiraki District
1822.0,Papuan Explorer MV,16684,Navolau District
1824.0,Dania MV,142615,Mombasa
1826.0,Bream,1989,Moreton Bay
1826.0,Bream,128402,Moreton Bay
1827.0,Maryborough,1989,Moreton Bay
1827.0,Maryborough,128402,Moreton Bay
1828.0,Remora,1989,Moreton Bay
1828.0,Remora,128402,Moreton Bay
1829.0,Platypus II,1989,Moreton Bay
1829.0,Platypus II,128402,Moreton Bay
1830.0,Seal,1989,Moreton Bay
1830.0,Seal,128402,Moreton Bay
1831.0,Stingaree,1989,Moreton Bay
1831.0,Stingaree,128402,Moreton Bay
1832.0,Lady Norman,128402,Moreton Bay
1833.0,Otter,1973,"Great Sandy Strait (including Great Sandy Strait, Tin Can Bay and Tin Can Inlet)"
1833.0,Otter,124249,Hervey Bay - Tin Can Bay
1833.0,Otter,128311,Great Sandy
1833.0,Otter,138685,Great Sandy
1834.0,Kos I,1989,Moreton Bay
1834.0,Kos I,128402,Moreton Bay
1835.0,Pelican,1973,"Great Sandy Strait (including Great Sandy Strait, Tin Can Bay and Tin Can Inlet)"
1835.0,Pelican,124249,Hervey Bay - Tin Can Bay
1835.0,Pelican,128311,Great Sandy
1835.0,Pelican,138685,Great Sandy
1836.0,Morwong,1989,Moreton Bay
1836.0,Morwong,128402,Moreton Bay
1837.0,Kos II,1989,Moreton Bay
1837.0,Kos II,128402,Moreton Bay
1838.0,Iceberg,1989,Moreton Bay
1838.0,Iceberg,128402,Moreton Bay
1839.0,Lass O'Gowrie,1973,"Great Sandy Strait (including Great Sandy Strait, Tin Can Bay and Tin Can Inlet)"
1839.0,Lass O'Gowrie,124249,Hervey Bay - Tin Can Bay
1839.0,Lass O'Gowrie,128311,Great Sandy
1839.0,Lass O'Gowrie,138685,Great Sandy
1840.0,Kgari,129839,Great Sandy
1840.0,Kgari,138685,Great Sandy
1843.0,Uki,1989,Moreton Bay
1843.0,Uki,128402,Moreton Bay
1844.0,Melbourne,128402,Moreton Bay
1849.0,Unidentified,1973,"Great Sandy Strait (including Great Sandy Strait, Tin Can Bay and Tin Can Inlet)"
1849.0,Unidentified,124249,Hervey Bay - Tin Can Bay
1849.0,Unidentified,128311,Great Sandy
1849.0,Unidentified,138685,Great Sandy
1850.0,Unidentified,1973,"Great Sandy Strait (including Great Sandy Strait, Tin Can Bay and Tin Can Inlet)"
1850.0,Unidentified,124249,Hervey Bay - Tin Can Bay
1850.0,Unidentified,128311,Great Sandy
1850.0,Unidentified,138685,Great Sandy
1851.0,Mourilyan,180004,Great Barrier Reef
1853.0,Neville Bonnar,128402,Moreton Bay
1855.0,Echeneis,1989,Moreton Bay
1855.0,Echeneis,128402,Moreton Bay
1858.0,Loevestein,128402,Moreton Bay
1859.0,Solace,128402,Moreton Bay
1860.0,Crusader II,128401,Moreton Bay
1862.0,Barrambin,128402,Moreton Bay
1866.0,Oil fuel lighter,128402,Moreton Bay
1870.0,Centipede,128402,Moreton Bay
1871.0,Goori,1973,"Great Sandy Strait (including Great Sandy Strait, Tin Can Bay and Tin Can Inlet)"
1871.0,Goori,124249,Hervey Bay - Tin Can Bay
1871.0,Goori,128311,Great Sandy
1871.0,Goori,138685,Great Sandy
1872.0,No. 25,128402,Moreton Bay
1875.0,Ceratodus II,128311,Great Sandy
1875.0,Ceratodus II,138685,Great Sandy
1876.0,Point Lookout,128402,Moreton Bay
1877.0,Lady Joyus,180137,"Shark Bay, Western Australia"
1878.0,Seahorse,180137,"Shark Bay, Western Australia"
1880.0,Kunmunya,128267,Dampier
1881.0,Unidentified,128311,Great Sandy
1881.0,Unidentified,138685,Great Sandy
1882.0,Unidentified,128311,Great Sandy
1882.0,Unidentified,138685,Great Sandy
1883.0,Unidentified,128311,Great Sandy
1883.0,Unidentified,138685,Great Sandy
1884.0,Bermagui,1989,Moreton Bay
1884.0,Bermagui,128402,Moreton Bay
1885.0,Bremer,128402,Moreton Bay
1886.0,Groper,1989,Moreton Bay
1886.0,Groper,128402,Moreton Bay
