wreck_num,wreck_name,wdpa_gid,wdpa_name,wdpaid,wdpa_pid,pa_def,orig_name,desig,desig_eng,desig_type,iucn_cat,int_crit,marine,rep_m_area,gis_m_area,rep_area,gis_area,no_take,no_tk_area,status,status_yr,gov_type,own_type,mang_auth,mang_plan,verif,metadataid,sub_loc,parent_iso,iso3
1689.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1690.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1691.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1692.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1693.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1694.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1695.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1696.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1697.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1698.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1699.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1700.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1701.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1702.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1703.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1704.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1705.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1706.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1707.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1708.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1709.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1710.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1711.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1712.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1713.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1714.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1715.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1716.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1717.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1718.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1719.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1720.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1721.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1722.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1723.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1724.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1725.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1726.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1727.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1728.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1729.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1730.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1731.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1732.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1733.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1734.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1735.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1736.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1737.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1738.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1739.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1740.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1741.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1742.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1743.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1744.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1745.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1746.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1747.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1748.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1749.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1750.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1751.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1752.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1753.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
1754.0,NYCTA Subway Car,164291,Southeast U.S.,555586978.0,555586978,1,Southeast U.S.,Restricted Area,Restricted Area,National,IV,Not Applicable,2,64469.7,64518.9680225149,64498.4,64518.9680225149,Not Reported,0.0,Designated,1997,Collaborative governance,Multiple ownership,National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-N/A;US-FL;US-GA;US-SC,USA,USA
